"CP_X.x","CP_Station.Name.x","CP_Org.Name.x","CP_Address.1.x","CP_City.x","CP_State.x","CP_Postal.Code","CP_County","CP_Country","CP_No..of.Ports.x","CP_Station.Activation.Type.x","CP_Customer.Category.x","CP_addresses","CP_lon.x","CP_lat.x","CP_X.y","CP_Station.Name.y","CP_Org.Name.y","CP_Address.1.y","CP_City.y","CP_State.y","CP_No..of.Ports.y","CP_Station.Activation.Type.y","CP_Customer.Category.y","CP_lon.y","CP_lat.y","commonaddress","EV_X","EV_Station.ID","EV_Station.name","EV_Location","EV_Island","EV_Address","EV_City","EV_State","EV_Zip.Code","EV_Latitude","EV_Longitude","EV_Contact.Name","EV_Charge.Fee","EV_Park.Fee","EV_Parking.Lot","EV_Hours","EV_Ports","EV_Restrictions","EV_Number.of.Stations","EV_Charge.Fees","EV_Manufacturers","EV_Charging.Levels","EV_Date.Initially.Added","EV_NewLat","EV_NewLong"
99,"CASTLE PROF CTR / CPC","Adventist Health Castle","46-001 Kamehameha Hwy","Kaneohe","Hawaii",96744,"Honolulu County","United States",2,"Public","Healthcare","46-001 Kamehameha Hwy,Kaneohe,Hawaii",NA,NA,99,"CASTLE PROF CTR / CPC","Adventist Health Castle","46-001 Kamehameha Hwy","Kaneohe","Hawaii",2,"Public","Healthcare",-157.8020795,21.4187078,"46001KAMEHAMEHAHIGHWAY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,"CAMPBELL SQUARE / 1001 KAMOKILA","James Campbell Company LLC co MMI Realty Services, Inc.","1001 Kamokila Blvd","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Workplace","1001 Kamokila Blvd,Kapolei,Hawaii",NA,NA,100,"CAMPBELL SQUARE / 1001 KAMOKILA","James Campbell Company LLC co MMI Realty Services, Inc.","1001 Kamokila Blvd","Kapolei","Hawaii",2,"Public","Workplace",-158.0805299,21.3346606,"1001KAMOKILABOULEVARD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,"C&C HONOLULU / SMITH-BERETANIA","City & County of Honolulu","1170 Nuuanu Ave","Honolulu","Hawaii",96817,"Honolulu County","United States",1,"Public","Municipal","1170 Nuuanu Ave,Honolulu,Hawaii",NA,NA,101,"C&C HONOLULU / SMITH-BERETANIA","City & County of Honolulu","1170 Nuuanu Ave","Honolulu","Hawaii",1,"Public","Municipal",-157.8608188,21.3119336,"1170NUUANUAVENUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,"C&C HONOLULU / MAINT 1","City & County of Honolulu","99-999 Iwaena St","Aiea","Hawaii",96701,"Honolulu County","United States",1,"Public","Municipal","99-999 Iwaena St,Aiea,Hawaii",NA,NA,104,"C&C HONOLULU / MAINT 1","City & County of Honolulu","99-999 Iwaena St","Aiea","Hawaii",1,"Public","Municipal",-157.9097935,21.3766772,"99999IWAENASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,"C&C HONOLULU / KAPOLEI HALE","City & County of Honolulu","1000 Ulu'Ohi'a St","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Municipal","1000 Ulu'Ohi'a St,Kapolei,Hawaii",NA,NA,105,"C&C HONOLULU / KAPOLEI HALE","City & County of Honolulu","1000 Ulu'Ohi'a St","Kapolei","Hawaii",1,"Public","Municipal",-158.0818647,21.3298541,"1000ULUOHIASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,"BMW OF HAWAII / MAUI STATION 01","BMW of Hawaii","388 Kele St","Wailuku","Hawaii",96793,"Maui County","United States",1,"Public","Retail","388 Kele St,Wailuku,Hawaii",NA,NA,110,"BMW OF HAWAII / MAUI STATION 01","BMW of Hawaii","388 Kele St","Wailuku","Hawaii",1,"Public","Retail",-156.4544803,20.8874737,"388KELESTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,"B BUILDING EV / A BUILDING LOT","Makena Surf","4850 Makena Alanui St","Kihei","Hawaii",96753,"Maui County","United States",2,"Public","Multifamily Commercial","4850 Makena Alanui St,Kihei,Hawaii",NA,NA,113,"B BUILDING EV / A BUILDING LOT","Makena Surf","4850 Makena Alanui St","Kihei","Hawaii",2,"Public","Multifamily Commercial",-156.4390984,20.6501651,"4850MAKENAALANUISTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,"AULANI: DISNEY / P2 SPACE 196","Disney-Aulani","92-185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-185 Aliinui Drive,Kapolei,Hawaii",NA,NA,117,"AULANI: DISNEY / P2 SPACE 196","Disney-Aulani","92-185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233014,21.338835,"92185ALIINUIDRIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,"AKAKU / STATION 1","Akaku Holdings LLC","617 Ohekani St","Kahului","Hawaii",96732,"Maui County","United States",2,"Public","Retail","617 Ohekani St,Kahului,Hawaii",NA,NA,139,"AKAKU / STATION 1","Akaku Holdings LLC","617 Ohekani St","Kahului","Hawaii",2,"Public","Retail",-156.4543186,20.8826079,"617OHEKANISTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"AIPA PROPERTIES / 6TH LEVEL EWA","AIPA Properties","3375 Koapaka St","Honolulu","Hawaii",96819,"Honolulu County","United States",2,"Public","Workplace","3375 Koapaka St,Honolulu,Hawaii",NA,NA,140,"AIPA PROPERTIES / 6TH LEVEL EWA","AIPA Properties","3375 Koapaka St","Honolulu","Hawaii",2,"Public","Workplace",-157.9178975,21.3357473,"3375KOAPAKASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,"AEI DEMO GROUP / AEI-DDU-01","Alternate Energy Hawaii DEMO Org","803 Ahua St","Honolulu","Hawaii",96819,"Honolulu County","United States",2,"Public","Workplace","803 Ahua St,Honolulu,Hawaii",NA,NA,141,"AEI DEMO GROUP / AEI-DDU-01","Alternate Energy Hawaii DEMO Org","803 Ahua St","Honolulu","Hawaii",2,"Public","Workplace",-157.8964143,21.3392942,"803AHUASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,"AEI DEMO GROUP / AEI-DDU-01","Alternate Energy Hawaii DEMO Org","803 Ahua St","Honolulu","Hawaii",96819,"Honolulu County","United States",2,"Public","Workplace","803 Ahua St,Honolulu,Hawaii",NA,NA,142,"AEI / AEI 01","Alternate Energy Inc., Honolulu","803 Ahua St","Honolulu","Hawaii",2,"Public","Workplace",-157.8964143,21.3392942,"803AHUASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,"AEI / AEI 01","Alternate Energy Inc., Honolulu","803 Ahua St","Honolulu","Hawaii",96819,"Honolulu County","United States",2,"Public","Workplace","803 Ahua St,Honolulu,Hawaii",NA,NA,141,"AEI DEMO GROUP / AEI-DDU-01","Alternate Energy Hawaii DEMO Org","803 Ahua St","Honolulu","Hawaii",2,"Public","Workplace",-157.8964143,21.3392942,"803AHUASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,"AEI / AEI 01","Alternate Energy Inc., Honolulu","803 Ahua St","Honolulu","Hawaii",96819,"Honolulu County","United States",2,"Public","Workplace","803 Ahua St,Honolulu,Hawaii",NA,NA,142,"AEI / AEI 01","Alternate Energy Inc., Honolulu","803 Ahua St","Honolulu","Hawaii",2,"Public","Workplace",-157.8964143,21.3392942,"803AHUASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,"7000 HAWAII KAI / 7000HK STATION3","7000 Hawaii Kai Drive","7000 Hawaii Kai Dr","Honolulu","Hawaii",96825,NA,"United States",1,"Public","Multifamily Commercial","7000 Hawaii Kai Dr,Honolulu,Hawaii",NA,NA,145,"7000 HAWAII KAI / 7000HK STATION3","7000 Hawaii Kai Drive","7000 Hawaii Kai Dr","Honolulu","Hawaii",1,"Public","Multifamily Commercial",-157.7058138,21.2875935,"7000HAWAIIKAIDRIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,"7000 HAWAII KAI / 7000HK STATION3","7000 Hawaii Kai Drive","7000 Hawaii Kai Dr","Honolulu","Hawaii",96825,NA,"United States",1,"Public","Multifamily Commercial","7000 Hawaii Kai Dr,Honolulu,Hawaii",NA,NA,146,"7000 HAWAII KAI / 7000HK STATION2","7000 Hawaii Kai Drive","7000 Hawaii Kai Dr","Honolulu","Hawaii",1,"Public","Multifamily Commercial",-157.7058138,21.2875935,"7000HAWAIIKAIDRIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,"7000 HAWAII KAI / 7000HK STATION2","7000 Hawaii Kai Drive","7000 Hawaii Kai Dr","Honolulu","Hawaii",96825,NA,"United States",1,"Public","Multifamily Commercial","7000 Hawaii Kai Dr,Honolulu,Hawaii",NA,NA,145,"7000 HAWAII KAI / 7000HK STATION3","7000 Hawaii Kai Drive","7000 Hawaii Kai Dr","Honolulu","Hawaii",1,"Public","Multifamily Commercial",-157.7058138,21.2875935,"7000HAWAIIKAIDRIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,"7000 HAWAII KAI / 7000HK STATION2","7000 Hawaii Kai Drive","7000 Hawaii Kai Dr","Honolulu","Hawaii",96825,NA,"United States",1,"Public","Multifamily Commercial","7000 Hawaii Kai Dr,Honolulu,Hawaii",NA,NA,146,"7000 HAWAII KAI / 7000HK STATION2","7000 Hawaii Kai Drive","7000 Hawaii Kai Dr","Honolulu","Hawaii",1,"Public","Multifamily Commercial",-157.7058138,21.2875935,"7000HAWAIIKAIDRIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,"1234 BERETANIA / S BERETANIA ST","MMI Realty Services, Inc.","1234 S. Beretania St","Honolulu","Hawaii",96814,"Honolulu County","United States",2,"Public","Workplace","1234 S. Beretania St,Honolulu,Hawaii",NA,NA,148,"1234 BERETANIA / S BERETANIA ST","MMI Realty Services, Inc.","1234 S. Beretania St","Honolulu","Hawaii",2,"Public","Workplace",-157.8421682,21.3016161,"1234SBERETANIASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
